symbol,security_name,listing_exchange,etf,financial_status,zip,sector,fullTimeEmployees,city,state,country,industry,twoHundredDayAverage,trailingAnnualDividendYield,averageDailyVolume10Day,regularMarketPreviousClose,open,averageVolume10days,dividendRate,regularMarketVolume,marketCap,averageVolume,dayLow,ask,fiftyTwoWeekHigh,forwardPE,fiveYearAvgDividendYield,dividendYield,bidSize,dayHigh,enterpriseToRevenue,forwardEps,revenueQuarterlyGrowth,bookValue,sharesShort,shortRatio,floatShares,enterpriseValue,regularMarketPrice,latest_dividend
EWBC,"East West Bancorp, Inc. - Common Stock",Q,N,N,91101,Financial Services,3300.0,Pasadena,CA,United States,Banks—Diversified,39.85419,0.02897024,1200600,37.97,38.0,1200600,1.1,76350,5261156864.0,2003162,36.68,37.33,51.88,10.132153,1.87,0.03,1000.0,39.105,1.311,3.67,,34.666,3475184.0,2.03,140403920.0,1915964928.0,38.0,0.275
EWC,iShares MSCI Canada Index Fund,P,Y,,,,,,,,,26.841177,0.019071963,2681857,25.43,25.65,2681857,,393973,,3753158,25.33,25.4,30.81,,,,2900.0,25.618,,,,,,,,,25.65,0.394
EWCO,Invesco S&P 500 Equal Weight Communication Services ETF,P,Y,,,,,,,,,24.17794,,2128,24.85,24.64,2128,,545,,15966,24.64,24.8,27.62,,,,800.0,24.64,,,,,,,,,24.64,0.073
EWD,iShares Inc iShares MSCI Sweden ETF,P,Y,,,,,,,,,29.855368,,159271,29.5,30.01,159271,,22434,,329972,29.95,30.06,34.27,,,,1100.0,30.02,,,,,,,,,30.01,0.416
EWG,iShares MSCI Germany Index Fund,P,Y,,,,,,,,,26.187721,0.019828927,5660357,25.72,25.84,5660357,,1376639,,6133887,25.785,25.86,29.98,,,,36900.0,25.91,,,,,,,,,25.84,0.738
EWGS,Ishares MSCI Germany Small Cap ETF,Z,Y,,,,,,,,,53.734337,,1685,54.1221,53.81,1685,,7169,,4491,53.72,54.81,61.72,,,,1000.0,54.1221,,,,,,,,,53.81,1.068
EWH,iShares MSCI Hong Kong Index Fund,P,Y,,,,,,,,,22.531471,0.030722277,9924828,19.66,19.79,9924828,,1997943,,8762035,19.74,19.81,26.55,,,,36900.0,19.8199,,,,,,,,,19.79,0.208
EWI,iShares Inc iShares MSCI Italy ETF,P,Y,,,,,,,,,25.602573,0.033682294,300285,21.97,22.42,300285,,249426,,883385,22.36,22.44,30.43,,,,1400.0,22.47,,,,,,,,,22.42,0.204
EWJ,iShares MSCI Japan Index Fund,P,Y,,,,,,,,,55.155,0.013016678,6962728,55.16,56.12,6962728,,956216,,11087025,55.97,56.07,60.75,,,,4000.0,56.16,,,,,,,,,56.12,0.716
EWJE,iShares MSCI Japan Equal Weighted ETF,Q,Y,N,,,,,,,,33.069256,,400,33.0444,32.54,400,,1,,882,33.0444,33.46,37.074,,,,1100.0,33.53,,,,,,,,,32.54,0.649
EWJV,iShares MSCI Japan Value ETF,Q,Y,N,,,,,,,,23.685493,,1114,22.7002,23.16,1114,,601,,2767,23.0501,23.11,27.11,,,,1100.0,23.16,,,,,,,,,23.16,0.655
EWK,iShares Inc iShares MSCI Belgium ETF,P,Y,,,,,,,,,17.493824,,13471,15.5745,15.98,13471,,69,,23764,15.782,16.27,20.21,,,,1000.0,16.05,,,,,,,,,15.98,0.206
EWL,iShares Inc iShares MSCI Switzerland ETF,P,Y,,,,,,,,,38.340294,,878714,37.58,38.08,878714,,146256,,1400814,38.075,38.23,42.26,,,,1800.0,38.34,,,,,,,,,38.08,0.75
EWM,iShares MSCI Malaysia Index Fund,P,Y,,,,,,,,,25.691471,0.11755663,356814,24.72,24.87,356814,,149765,,489501,24.83,24.93,30.31,,,,900.0,24.94,,,,,,,,,24.87,0.311
EWMC,Invesco S&P MidCap 400 Equal Weight ETF,P,Y,,,,,,,,,58.714485,,4671,56.86,58.48,4671,,70,,14669,56.81,58.6,68.89,,,,900.0,57.78,,,,,,,,,58.48,0.344
EWN,iShares MSCI Netherlands Index Fund,P,Y,,,,,,,,,30.659044,,66557,30.17,30.54,66557,,4599,,239738,30.5353,30.62,34.67,,,,1800.0,30.57,,,,,,,,,30.54,0.139
EWO,iShares Inc iShares MSCI Austria ETF,P,Y,,,,,,,,,17.47772,,24428,14.63,14.7,24428,,12264,,69117,14.601,14.75,21.12,,,,900.0,14.7,,,,,,,,,14.7,0.116
EWP,iShares Inc iShares MSCI Spain ETF,P,Y,,,,,,,,,25.021544,,740514,21.8,21.91,740514,,64916,,1625264,21.83,21.88,29.57,,,,1200.0,21.96,,,,,,,,,21.91,0.678
EWQ,iShares MSCI France Index Fund,P,Y,,,,,,,,,28.38625,,723314,25.6,25.9,723314,,76121,,1431312,25.81,25.93,32.99,,,,1300.0,25.97,,,,,,,,,25.9,0.069
EWRE,Invesco S&P 500 Equal Weight Real Estate ETF,P,Y,,,,,,,,,28.432552,,13442,25.88,26.14,13442,,197,,12240,26.14,25.81,33.55,,,,900.0,26.14,,,,,,,,,26.14,0.45
EWS,iShares Inc iShares MSCI Singapore ETF,P,Y,,,,,,,,,21.277206,0.03465129,715071,18.21,18.22,715071,,125235,,955040,18.18,18.21,25.08,,,,4000.0,18.235,,,,,,,,,18.22,0.682
EWSC,Invesco S&P SmallCap 600 Equal Weight ETF,P,Y,,,,,,,,,47.919704,,1414,46.2219,45.9433,1414,,240,,6932,45.9433,46.26,57.89,,,,800.0,45.9433,,,,,,,,,45.9433,0.102
EWT,iShares Inc iShares MSCI Taiwan ETF,P,Y,,,,,,,,,37.995884,0.021399839,4673957,37.29,37.21,4673957,,767726,,6638977,37.11,37.16,41.83,,,,900.0,37.225,,,,,,,,,37.21,1.023
EWU,iShares MSCI United Kingdom ETF,P,Y,,,,,,,,,29.212574,,2721771,25.83,26.14,2721771,,633244,,4529177,26.06,26.13,34.31,,,,40000.0,26.19,,,,,,,,,26.14,0.599
EWUS,Ishares MSCI United Kingdom Small Cap ETF,Z,Y,,,,,,,,,36.733604,,14471,31.99,31.78,14471,,169,,50429,32.43,32.3,44.79,,,,1400.0,32.43,,,,,,,,,31.78,0.603
EWV,ProShares UltraShort MSCI Japan,P,Y,,,,,,,,,26.912207,,11028,23.8249,23.04,11028,,3489,,37564,22.98,23.12,43.65,,,,800.0,23.14,,,,,,,,,23.04,0.01
EWW,iShares Inc iShares MSCI Mexico ETF,P,Y,,,,,,,,,38.696617,0.041147288,3721457,32.25,32.48,3721457,,420187,,3662864,31.805,32.13,48.19,,,,900.0,32.34,,,,,,,,,32.48,0.434
EWX,SPDR S&P Emerging Markets Small Cap ETF,P,Y,,,,,,,,,40.880733,,61757,37.82,38.03,61757,,9409,,274056,37.77,37.84,47.3,,,,1000.0,38.03,,,,,,,,,38.03,0.837
EWY,iShares Inc iShares MSCI South Korea ETF,P,Y,,,,,,,,,55.471912,0.02267069,5180985,53.02,53.09,5180985,,755657,,5907969,52.945,52.99,64.17,,,,1000.0,53.1191,,,,,,,,,53.09,1.308
EWZ,iShares Inc iShares MSCI Brazil ETF,P,Y,,,,,,,,,35.92919,,33720271,27.8,27.52,33720271,,5958476,,36932248,27.12,27.21,48.48,,,,900.0,27.545,,,,,,,,,27.52,0.097
EWZS,iShares MSCI Brazil Small-Cap ETF,Q,Y,N,,,,,,,,15.893235,,81942,11.7,11.55,81942,,12551,,167295,11.4,11.45,22.44,,,,900.0,11.7,,,,,,,,,11.55,0.15
EXC,Exelon Corporation - Common Stock,Q,N,N,60680,Utilities,32713.0,Chicago,IL,United States,Utilities—Diversified,42.120148,0.038798105,5139185,37.94,38.4,5139185,1.53,649579,37183410176.0,7452614,37.86,38.08,51.18,12.848485,3.46,0.0403,1300.0,38.5228,2.289,2.97,,33.335,8704277.0,1.46,971864644.0,77174087680.0,38.4,0.383
EXD,Eaton Vance Tax-Managed Buy-Write Strategy Fund Common Shares of Beneficial Interest,N,N,,02110,Financial Services,,Boston,MA,United States,Asset Management,9.368823,,44657,9.17,9.22,44657,0.85,4626,89045016.0,86562,9.09,9.14,10.57,,9.61,0.0929,3000.0,9.1699,,,,,41455.0,0.51,,,9.22,0.071
EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund Eaton Vance Tax-Managed Global Diversified Equity Income Fund Common Shares of Beneficial Interest,N,N,,02110,Financial Services,,Boston,MA,United States,Asset Management,7.828015,,656785,7.17,7.2,656785,0.74,112709,2171527680.0,1476193,7.155,7.17,9.18,,10.51,0.1047,1800.0,7.2,,,,,103939.0,0.1,,,7.2,0.062
EXI,iShares Global Industrials ETF,P,Y,,,,,,,,,87.02375,,42357,82.5114,83.45,42357,,1304,,32159,82.57,82.99,100.05,,,,1000.0,83.45,,,,,,,,,83.45,0.572
EXK,Endeavour Silver Corporation Ordinary Shares (Canada),N,N,,V7Y 1G5,Basic Materials,1355.0,Vancouver,BC,Canada,Silver,1.8655148,,4551300,1.89,1.93,4551300,,681994,270415424.0,2884295,1.86,1.9,3.2,9.894737,,,2900.0,1.95,1.77,0.19,,0.764,11368095.0,4.31,142552383.0,204703152.0,1.93,0.11
EXPD,"Expeditors International of Washington, Inc. - Common Stock",Q,N,N,98104,Industrials,18102.0,Seattle,WA,United States,Integrated Freight & Logistics,72.544556,0.013266998,1313157,75.375,75.5,1313157,1.04,82596,12611762176.0,1919170,75.17,75.42,81.64,21.050001,1.38,0.0138,800.0,75.89,1.455,3.6,,12.244,3090047.0,2.04,165204618.0,11721428992.0,75.5,0.5
EXPO,"Exponent, Inc. - Common Stock",Q,N,N,94025,Industrials,1201.0,Menlo Park,CA,United States,Consulting Services,69.744484,0.008987256,307400,74.55,74.8,307400,0.76,40620,3883468032.0,352058,74.63,75.38,82.82,43.54913,1.1,0.0105,800.0,75.64,8.222,1.73,,6.276,1152620.0,3.87,50869112.0,3269817344.0,74.8,0.19
EXPR,"Express, Inc. Common Stock",N,N,,43230,Consumer Cyclical,4360.0,Columbus,OH,United States,Apparel Retail,3.3408089,,1423085,2.08,2.15,1423085,,222995,133489208.0,1654137,1.97,2.1,6.24,14.792858,,,1800.0,2.1,0.511,0.14,,6.356,13138060.0,7.58,46170195.0,1031403328.0,2.15,0.56
EXR,Extra Space Storage Inc Common Stock,N,N,,84121,Real Estate,4048.0,Salt Lake City,UT,United States,REIT—Industrial,100.547356,0.038143676,784300,94.38,94.68,784300,3.6,80044,12321999872.0,1395525,93.63,95.03,124.46,29.923197,3.36,0.0381,800.0,95.65,13.126,3.19,,18.584,5894360.0,3.96,125809081.0,17629120512.0,94.68,0.9
EYLD,Cambria ETF Trust Cambria Emerging Shareholder Yield ETF,Z,Y,,,,,,,,,28.306492,,8028,26.0798,26.2,8028,,4362,,11464,25.99,26.18,33.48,,,,900.0,26.2,,,,,,,,,26.2,0.434
EZA,iShares MSCI South Africa Index Fund,P,Y,,,,,,,,,40.608234,,504942,34.39,34.43,504942,,82379,,758374,34.13,34.29,55.76,,,,800.0,34.42,,,,,,,,,34.43,4.705
EZJ,ProShares Ultra MSCI Japan,P,Y,,,,,,,,,32.581764,,385,30.2713,30.645,385,,230,,766,30.645,32.17,39.61,,,,800.0,30.645,,,,,,,,,30.645,0.015
EZM,WisdomTree U.S. MidCap Fund,P,Y,,,,,,,,,35.798237,,75285,33.41,33.63,75285,,10892,,270417,33.03,33.19,42.77,,,,1100.0,33.63,,,,,,,,,33.63,0.17
EZPW,"EZCORP, Inc. - Class A Non-Voting Common Stock",Q,N,N,78746,Financial Services,6800.0,Austin,TX,United States,Credit Services,5.2743382,,453842,5.35,5.39,453842,,44326,296264768.0,699816,5.3,5.36,10.2,6.183908,,,34100.0,5.41,0.661,0.87,,12.304,9537340.0,14.09,40935721.0,569882048.0,5.39,0.00433
EZU,iShares MSCI Eurozone ETF,Z,Y,,,,,,,,,36.873383,,5029271,34.49,34.77,5029271,,908812,,7067872,34.71,34.8,42.44,,,,4000.0,34.9,,,,,,,,,34.77,0.17
FAAR,First Trust Alternative Absolute Return Strategy ETF,Q,Y,N,,,,,,,,25.555338,,7457,25.3,25.5721,7457,,3836,,19690,25.545,25.86,26.89,,,,1000.0,25.83,,,,,,,,,25.5721,0.265
FAB,First Trust Multi Cap Value AlphaDEX Fund,Q,Y,N,,,,,,,,48.869778,,4428,47.0415,46.11,4428,,78,,9833,45.54,46.66,58.49,,,,800.0,47.58,,,,,,,,,46.11,0.136
FAD,First Trust Multi Cap Growth AlphaDEX Fund,Q,Y,N,,,,,,,,72.40243,,4828,74.8253,75.49,4828,,968,,10940,75.08,75.31,83.44,,,,1100.0,75.49,,,,,,,,,75.49,0.137
FAF,First American Corporation (New) Common Stock,N,N,,92707-5913,Financial Services,18412.0,Santa Ana,CA,United States,Insurance—Specialty,54.842793,0.032136105,868757,52.9,51.0,868757,1.76,100734,5816176128.0,1401633,51.28,52.45,66.78,13.017456,2.87,0.0354,900.0,53.84,0.915,4.01,,39.126,1989612.0,1.54,107653933.0,5776148992.0,51.0,0.44
FALN,iShares Fallen Angels USD Bond ETF,Q,Y,N,,,,,,,,25.663713,,60157,25.7559,25.83,60157,,7861,,115240,25.77,25.79,27.73,,,,800.0,25.84,,,,,,,,,25.83,0.131
FAM,First Trust/Aberdeen Global Opportunity Income Fund First Trust/Aberdeen Global Opportunity Income Fund Common Shares of Beneficial Interest,N,N,,60187,Financial Services,,Wheaton,IL,United States,Asset Management,10.362059,0.09067358,22900,9.65,9.71,22900,0.96,1448,124119768.0,50512,9.73,9.78,11.63,,8.88,0.0994,3000.0,9.73,14.027,,,11.928,6096.0,0.17,,175822480.0,9.71,0.08
FAN,First Trust Global Wind Energy ETF,P,Y,,,,,,,,,13.63625,,14957,13.465,13.54,14957,,3469,,43087,13.57,13.61,15.68,,,,1000.0,13.62,,,,,,,,,13.54,0.04
FANG,"Diamondback Energy, Inc. - Commmon Stock",Q,N,N,79701,Energy,712.0,Midland,TX,United States,Oil & Gas E&P,60.547867,0.025395034,2340771,44.3,44.6,2340771,1.5,165847,6992827392.0,5177933,43.26,44.37,111.84,20.609303,,0.0349,1400.0,46.12,3.597,2.15,,81.272,9752570.0,1.7,156875261.0,13676891136.0,44.6,0.375
FARM,Farmer Brothers Company - Common Stock,Q,N,N,76262,Consumer Defensive,1521.0,Northlake,TX,United States,Packaged Foods,11.479926,,97157,7.99,8.12,97157,,3890,138512240.0,87780,7.82,8.04,19.15,-38.04762,,,900.0,8.12,0.414,-0.21,,8.573,741796.0,8.52,9435139.0,232613408.0,8.12,0.06
FAS,Direxion Financial Bull 3X Shares,P,Y,,,,,,,,,65.36368,,6757157,33.68,34.5,6757157,,1469478,,6881414,33.0,33.54,108.13,,,,800.0,34.59,,,,,,,,,34.5,0.123
FAST,Fastenal Company - Common Stock,Q,N,N,55987-1500,Industrials,22131.0,Winona,MN,United States,Industrial Distribution,35.738087,0.022323629,4421842,40.54,40.68,4421842,1.0,497295,23204896768.0,5965196,40.175,40.26,40.92,29.355072,2.64,0.0247,1000.0,40.92,4.249,1.38,,4.638,25030846.0,4.85,570653632.0,22906978304.0,40.68,0.25
FAT,FAT Brands Inc. - Common Stock,Q,N,N,90212,Consumer Cyclical,58.0,Beverly Hills,CA,United States,Restaurants,3.9861398,0.038360655,8985,3.05,3.15,8985,0.47,1613,36817768.0,11656,3.0102,3.1,6.21,,,0.1038,1400.0,3.15,3.912,,,0.453,29903.0,2.56,1261936.0,88039048.0,3.15,0.12
FAUS,First Trust Australia AlphaDex fund,P,Y,,,,,,,,,26.934265,,157,23.9266,23.89,157,,398,,1524,23.89,24.16,34.08,,,,800.0,24.0021,,,,,,,,,23.89,0.391
FAX,Aberdeen Asia-Pacific Income Fund Inc Common Stock,A,N,,049480,Financial Services,,Singapore,,Singapore,Asset Management,3.9573529,0.10359117,1108571,3.62,3.63,1108571,0.33,97240,902851904.0,1248166,3.62,3.64,4.49,,10.23,0.0917,1100.0,3.65,18.714,,,4.878,86294.0,0.04,,1456151424.0,3.63,0.028
FAZ,Direxion Financial Bear 3X Shares,P,Y,,,,,,,,,30.763088,,6458814,18.85,18.75,6458814,,2067252,,4900880,18.4,18.85,77.64,,,,1800.0,19.1805,,,,,,,,,18.75,0.045
FBHS,"Fortune Brands Home & Security, Inc. Common Stock",N,N,,60015,Consumer Cyclical,24700.0,Deerfield,IL,United States,"Furnishings, Fixtures & Appliances",58.940292,0.0140668955,1336100,63.98,64.8,1336100,0.96,118779,8684453888.0,1679243,62.64,63.05,73.28,17.68399,1.3,0.0149,1100.0,65.0,1.704,3.56,,17.086,3270156.0,2.19,137091681.0,9947844608.0,64.8,0.24
FBIOP,"Fortress Biotech, Inc. - 9.375% Series A Cumulative Redeemable Perpetual Preferred Stock",Q,N,N,10014,Healthcare,93.0,New York,NY,United States,Biotechnology,19.246258,,71942,17.9,18.09,71942,2.34,1892,96345216.0,22525,17.9485,17.95,21.95,,,0.1275,1300.0,18.09,36.42,,,0.474,,,59169413.0,1568598528.0,18.09,0.586
FBIZ,"First Business Financial Services, Inc. - Common Stock",Q,N,N,53719,Financial Services,281.0,Madison,WI,United States,Banks—Regional,21.260073,0.03652019,18985,16.84,17.24,18985,0.66,2690,145331808.0,27183,16.91,17.4,27.35,10.088757,2.26,0.0392,1100.0,17.24,6.269,1.69,,22.827,27716.0,1.0,7334443.0,545047104.0,17.24,0.165
FBK,FB Financial Corporation Common Stock,N,N,,37201,Financial Services,1377.0,Nashville,TN,United States,Banks—Regional,30.583677,0.013231756,160514,24.94,25.57,160514,0.36,14605,788249792.0,161043,24.38,24.9,40.33,11.32258,,0.014400001,1200.0,25.11,1.896,2.17,,24.396,1163492.0,8.63,17957463.0,650572416.0,25.57,0.09
FBMS,"The First Bancshares, Inc. - Common Stock",Q,N,N,39402,Financial Services,676.0,Hattiesburg,MS,United States,Banks—Regional,27.866985,0.015686275,101057,22.95,23.41,101057,0.4,6422,488104320.0,119432,22.81,23.24,35.88,8.773077,0.73,0.0184,1000.0,23.41,2.313,2.6,,29.489,242181.0,2.01,20481137.0,339824704.0,23.41,0.1
FBNC,First Bancorp - Common Stock,Q,N,N,28387,Financial Services,1065.0,Southern Pines,NC,United States,Banks—Regional,31.758602,0.022002202,83585,27.27,27.89,83585,0.72,10757,782068736.0,121558,26.73,27.2,41.34,11.459575,1.32,0.028800001,800.0,27.89,2.812,2.35,,29.689,391670.0,3.35,28394378.0,759527936.0,27.89,0.18
FBND,Fidelity Total Bond ETF,P,Y,,,,,,,,,52.0055,,210542,53.44,53.38,210542,,13797,,345172,53.37,53.38,54.5,,,,1100.0,53.45,,,,,,,,,53.38,0.103
FBSS,"Fauquier Bankshares, Inc. - Common Stock",Q,N,N,20186,Financial Services,141.0,Warrenton,VA,United States,Banks—Regional,17.796103,0.03737605,14871,13.11,14.0,14871,0.5,3348,51437432.0,6201,13.555,14.0,22.16,,2.67,0.0388,3000.0,14.0,1.434,,,18.246,1630.0,0.6,3064734.0,42864584.0,14.0,0.125
FBT,First Trust Amex Biotech Index Fund,P,Y,,,,,,,,,145.94081,0.00012239903,109271,163.4,163.43,109271,,6829,,136446,163.43,164.03,167.56,,,,800.0,164.7639,,,,,,,,,163.43,0.02
FBZ,First Trust Brazil AlphaDEX Fund,Q,Y,N,,,,,,,,13.46353,,8071,10.3416,10.24,8071,,3837,,106204,10.187,10.21,18.15,,,,1100.0,10.3416,,,,,,,,,10.24,0.168
FCA,First Trust China AlphaDEX Fund,Q,Y,N,,,,,,,,24.46103,,1914,22.855,22.75,1914,,244,,41969,22.75,23.05,27.53,,,,1200.0,22.855,,,,,,,,,22.75,0.241
FCAL,First Trust California Municipal High income ETF,Q,Y,N,,,,,,,,52.44281,,6128,51.1,51.32,6128,,101,,15254,50.99,51.21,55.45,,,,800.0,51.32,,,,,,,,,51.32,0.095
FCAN,First Trust Canada AlphaDEX Fund,Q,Y,N,,,,,,,,21.136765,,1814,19.0137,18.99,1814,,6675,,1091,18.99,19.07,25.52,,,,1000.0,19.0809,,,,,,,,,18.99,0.081
FCAP,"First Capital, Inc. - Common Stock",Q,N,N,47112,Financial Services,182.0,Corydon,IN,United States,Banks—Regional,61.787575,0.015337913,6057,62.59,63.0,6057,0.96,108,212806432.0,6251,56.55,62.75,75.79,,2.4,0.0156,800.0,63.0,2.997,,,30.431,116285.0,22.15,3215169.0,106850560.0,63.0,0.24
FCAU,Fiat Chrysler Automobiles N.V. Common Shares,N,N,,,,,,,,,11.574485,,4344671,9.0,9.11,4344671,,900834,18271631360.0,3752170,8.98,9.08,16.25,3.6512098,,,3000.0,9.09,,,,,,,,,9.11,0.7
FCBC,"First Community Bankshares, Inc. - Common Stock",Q,N,N,24605,Financial Services,654.0,Bluefield,VA,United States,Banks—Regional,26.734411,0.04329004,50757,23.1,23.6,50757,1.0,3836,409417184.0,63035,23.12,23.44,34.37,11.173913,2.62,0.0466,800.0,23.6,1.302,2.07,,23.254,286516.0,5.39,15656825.0,152193056.0,23.6,0.25
FCBP,First Choice Bancorp - Common Stock,Q,N,N,90703,Financial Services,180.0,Cerritos,CA,United States,Banks—Regional,20.441837,0.062413312,44657,14.42,14.58,44657,1.0,4114,169238208.0,31114,14.4501,14.54,27.39,8.333333,,0.0712,800.0,14.58,1.805,1.74,,22.577,53132.0,1.92,9598596.0,144557632.0,14.58,0.25
FCCO,First Community Corporation - Common Stock,Q,N,N,29072,Financial Services,242.0,Lexington,SC,United States,Banks—Regional,18.306911,0.030976431,16828,14.85,14.85,16828,0.48,310,110963656.0,20038,14.53,15.0,22.0,14.298078,1.96,0.0325,900.0,14.87,2.687,1.04,,16.699,15778.0,0.85,7031675.0,130522832.0,14.85,0.12
FCCY,1st Constitution Bancorp (NJ) - Common Stock,Q,N,N,08512,Financial Services,221.0,Cranbury,NJ,United States,Banks—Regional,17.259045,0.025171626,25828,13.11,13.35,25828,0.36,6113,138941712.0,18522,12.32,14.82,22.91,8.620253,,0.028299998,800.0,14.09,4.464,1.58,,16.969,42770.0,2.26,8355067.0,249680640.0,13.35,0.09
FCEF,First Trust CEF Income Opportunity ETF,Q,Y,N,,,,,,,,20.434448,,6471,18.35,18.35,6471,,220,,27533,18.35,18.53,23.76,,,,900.0,18.43,,,,,,,,,18.35,0.098
FCF,First Commonwealth Financial Corporation Common Stock,N,N,,15701,Financial Services,1510.0,Indiana,PA,United States,Banks—Regional,11.7888975,0.046927374,470614,8.95,9.1,470614,0.44,36563,856715904.0,601096,8.71,8.86,14.93,10.646341,2.69,0.053000003,1000.0,8.88,3.581,0.82,,10.812,2565266.0,4.47,96362478.0,1127048192.0,9.1,0.11
FCG,First Trust Natural Gas ETF,P,Y,,,,,,,,,8.474191,,944271,7.92,7.86,944271,,132933,,1772085,7.77,7.95,14.87,,,,2200.0,7.945,,,,,,,,,7.86,0.058
FCNCA,"First Citizens BancShares, Inc. - Class A Common Stock",Q,N,N,27609,Financial Services,6821.0,Raleigh,NC,United States,Banks—Regional,444.42926,0.003969731,37914,403.05,401.95,37914,1.6,5177,4011124736.0,48353,394.11,401.1,542.12,,0.37,0.0042,2200.0,405.0,3.197,,,384.969,106351.0,2.39,5952241.0,5309255168.0,401.95,0.4
FCO,"Aberdeen Global Income Fund, Inc. Common Stock",A,N,,EC4M 9HH,Financial Services,,London,,United Kingdom,Asset Management,7.0590444,0.14482757,33228,5.8,5.83,33228,0.84,5103,50081168.0,50317,5.7401,5.83,8.71,,10.34,0.1461,800.0,5.83,14.132,,,7.832,15685.0,0.25,,77471672.0,5.83,0.07
FCOM,Fidelity MSCI Communication Services Index ETF,P,Y,,,,,,,,,33.966396,,90714,35.48,35.25,90714,,16187,,191875,35.2499,35.38,38.44,,,,800.0,35.47,,,,,,,,,35.25,0.089
FCOR,Fidelity Corporate Bond ETF,P,Y,,,,,,,,,52.776653,,26314,53.755,54.1,26314,,7039,,64229,53.708,53.76,57.16,,,,900.0,53.91,,,,,,,,,54.1,0.133
FCPI,Fidelity Stocks for Inflation ETF ,Z,Y,,,,,,,,,23.645756,,1685,22.8484,22.97,1685,,2766,,2996,22.865,23.37,26.69,,,,800.0,23.12,,,,,,,,,22.97,0.129
FCPT,"Four Corners Property Trust, Inc. Common Stock",N,N,,94941,Real Estate,361.0,Mill Valley,CA,United States,REIT—Hotel & Motel,25.192795,0.05261989,614800,22.52,23.05,614800,1.22,43247,1564704512.0,915145,22.22,22.5,32.5,19.017096,,0.0548,800.0,22.68,13.962,1.17,,9.926,3362183.0,4.01,69711321.0,2276669184.0,23.05,0.305
FCT,First Trust Senior Floating Rate Income Fund II Common Shares of Beneficial Interest,N,N,,60187,Financial Services,,Wheaton,IL,United States,Asset Management,11.375368,0.07291857,101400,10.93,10.92,101400,1.26,8669,293133056.0,169704,10.9224,10.98,12.79,,6.42,0.1168,2900.0,10.98,14.629,,,13.658,44786.0,0.24,,424971008.0,10.92,0.083
FCTR,First Trust Lunt U.S. Factor Rotation ETF,Z,Y,,,,,,,,,21.02056,,41500,22.7609,22.73,41500,,381,,26032,22.63,22.55,23.59,,,,1200.0,22.635,,,,,,,,,22.73,0.037
FCVT,First Trust SSI Strategic Convertible Securities ETF,Q,Y,N,,,,,,,,32.10322,,44128,33.565,33.72,44128,,123,,97750,33.72,33.7,35.72,,,,800.0,33.86,,,,,,,,,33.72,0.04
FCX,"Freeport-McMoRan, Inc. Common Stock",N,N,,85004,Basic Materials,27500.0,Phoenix,AZ,United States,Copper,10.240368,0.016146395,26103000,9.29,9.42,26103000,0.2,2612291,13343603712.0,29674245,9.175,9.25,13.64,9.88172,,0.0348,1300.0,9.46,2.522,0.93,,6.098,53481460.0,1.93,1418575446.0,33814650880.0,9.42,0.05
FDD,First Trust Dow Jones STOXX Select Dividend 30 Index Fund,P,Y,,,,,,,,,12.001029,,163542,10.24,10.29,163542,,10837,,218301,10.24,10.29,14.39,,,,4000.0,10.35,,,,,,,,,10.29,0.028
FDEF,First Defiance Financial Corp. - Common Stock,Q,N,N,43512,Financial Services,699.0,Defiance,OH,United States,Banks—Regional,23.828823,0.045454543,193871,18.04,18.48,193871,0.88,15069,668905472.0,211762,17.538,18.05,32.39,8.583733,2.19,0.053400002,1000.0,18.48,7.352,2.09,,24.575,431222.0,2.21,36445683.0,990567680.0,18.48,0.22
FDEM,Fidelity Targeted Emerging Markets Factor ETF,Z,Y,,,,,,,,,23.000765,,2957,21.0565,21.0101,2957,,1347,,6279,21.1,21.19,26.59,,,,1200.0,21.14,,,,,,,,,21.0101,0.105
FDEU,First Trust Dynamic Europe Equity Income Fund Common Shares of Beneficial Interest,N,N,,EC2M 3AE,Financial Services,,London,,United Kingdom,Asset Management,12.551287,,84942,9.97,10.1,84942,0.72,2180,173106496.0,129743,10.0298,10.13,15.362,,,0.0754,800.0,10.0457,,,,,43918.0,0.41,,,10.1,0.06
FDEV,Fidelity Targeted International Factor ETF,Z,Y,,,,,,,,,24.611639,,4457,23.52,23.4,4457,,784,,3919,23.38,23.77,27.6,,,,800.0,23.52,,,,,,,,,23.4,0.146
FDHY,Fidelity High Yield Factor ETF,P,Y,,,,,,,,,51.43039,,25871,51.62,51.7128,25871,,1088,,44751,51.5501,51.77,54.5,,,,800.0,51.87,,,,,,,,,51.7128,0.215
FDIS,Fidelity MSCI Consumer Discretionary Index ETF,P,Y,,,,,,,,,45.588898,,201242,49.44,49.5,201242,,27071,,201564,49.17,49.31,52.34,,,,1000.0,49.42,,,,,,,,,49.5,0.151
FDIV,First Trust Strategic Income ETF,Q,Y,N,,,,,,,,47.453773,,4585,45.57,45.44,4585,,470,,17406,45.44,45.64,52.72,,,,1000.0,45.57,,,,,,,,,45.44,0.2
